Ad ID,Car Name,Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location,Car Features
1080128117,katlang,Suzuki,Every,2008,45698,1350000,CNG,Lahore,Original,Imported,Automatic,Used,"Shergarh, Mardan",Air Bags
1079930252,2007 model,Hyundai,Santro,2007,235900,940000,Petrol,Sialkot,Original,Imported,Manual,Used,"Bedian Road, Lahore","Air Conditioning, AM/FM Radio, CD Player, DVD Player"
1080622325,2015 COROLLA XLI,Toyota,Corolla XLI,2015,12345,2775000,Petrol,Karachi,Original,Local,Manual,Used,"Gulgasht Colony, Multan","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Climate Control, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080692803,Honda city prosmatic 1.3 Auto,Honda,City IVTEC,2018,65000,3650000,Petrol,Lahore,Original,Local,Automatic,Used,"IEP Engineers Town, Lahore","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Cassette Player, Cool Box, Cruise Control, Climate Control, DVD Player, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows"
1080288927,CUORE 2006 IN GOOD CONDITION ENGINE 100% A/C ON,Daihatsu,Cuore,2006,50000,620000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi","Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Front Speakers, Keyless Entry, Power Steering, Rear AC Vents, Rear speakers, USB and Auxillary Cable"
1080771182,Honda City Automatic,Honda,City IVTEC,2020,70000,3825000,Petrol,Lahore,Original,Local,Automatic,Used,"Nishat Park, Sialkot","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry"
1080615199,Honda civic,Honda,Civic Oriel,2013,134000,2700000,Petrol,Lahore,Original,Local,Manual,Used,"Ameen Town - Phase 2, Dera Ghazi Khan","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Climate Control, DVD Player, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080848157,Toyota Yaris 1.3  ATIV 2022,Toyota,Yaris,2022,58000,4650000,Petrol,Bahawalpur,Original,Local,Automatic,Used,"100 Feet Road, Bahawalpur","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear speakers, Rear Camera"
1080575719,suzuki mehran Euro-11 vxr,Suzuki,Mehran VXR,2017,37000,1260000,Petrol,Islamabad,Original,Local,Manual,Used,"Ali Pur, Islamabad","AM/FM Radio, Rear speakers, USB and Auxillary Cable"
1079791238,Toyota corolla gli 100% original car,Toyota,Corolla GLI,2016,70000,3390000,Petrol,Karachi,Original,Local,Manual,Used,"Aisha Manzil, Karachi","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Cassette Player, DVD Player, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear AC Vents, Rear speakers, USB and Auxillary Cable"
1077949272,Suzuki Bolan,Suzuki,Bolan,2021,8500,1700000,Petrol,Karachi,Original,Local,Manual,Used,"Kala Board, Karachi",Rear speakers
1080208170,Duzuki Bolan Carry Dabba,Suzuki,Bolan,2022,7500,1950000,Petrol,Islamabad,Original,Local,Manual,Used,"Kahuta, Rawalpindi","AM/FM Radio, Immobilizer Key, Keyless Entry, USB and Auxillary Cable"
1080310055,Suzuki cultus for sale,Suzuki,Cultus VXR,2017,85788,1565000,Petrol,Karachi,Original,Local,Manual,Used,"G-5, Islamabad","Air Conditioning, AM/FM Radio, Front Speakers, Keyless Entry"
1080217760,Suzuki swift 2010 silver,Suzuki,Swift,2010,254000,1580000,Petrol,Islamabad,Duplicate,Local,Manual,Used,"F-11, Islamabad","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Immobilizer Key, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080840986,Suzuki Swift 2013,Suzuki,Swift,2013,217050,1700000,Petrol,Islamabad,Original,Local,Manual,Used,"Saidpur Road, Rawalpindi","ABS, Air Conditioning, Alloy Rims, Front Speakers, Immobilizer Key, Power Locks, Power Steering, Power Windows, Rear Camera"
1080552237,Guranteed Genuine Silver Corrolla GLI MT 1.3,Toyota,Corolla GLI,2016,98000,3500000,Petrol,Karachi,Original,Local,Manual,Used,"Clifton - Block 8, Karachi","Air Conditioning, AM/FM Radio, CD Player, DVD Player, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, USB and Auxillary Cable"
1080293831,condition 10 by 8,Mitsubishi,Lancer,2007,200000,1600000,Petrol,Faisalabad,Original,Imported,Manual,Used,"Ghulam Mohammad Abad, Faisalabad","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Heated Seats, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Steering Switches, USB and Auxillary Cable"
1080885119,Toyota cor gli for sale in very good condition,Toyota,Corolla GLI,2012,110000,2600000,Petrol,Lahore,Original,Local,Manual,Used,"Zakariya Town, Multan",ABS
1080821240,Chevrolet joy,Chevrolet,Joy,2006,85000,725000,Petrol,Lahore,Original,Imported,Manual,Used,"Thokar Niaz Baig, Lahore","Air Conditioning, AM/FM Radio, Front Speakers, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, USB and Auxillary Cable"
1080736000,HONDA CIVIC 2005 AUTO family used 0309 7629468,Honda,Civic Prosmetic,2005,150000,1400000,Petrol,Lahore,Original,Local,Automatic,Used,"Mateen Garden, Lahore","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1079057283,HONDA CIVIC ORIEL PROSMETIC 2014 MODEL BRAND NEW CONDITION,Honda,Civic Prosmetic,2014,113000,3625000,Petrol,Lahore,Original,Local,Automatic,Used,"Jawad Club Road, Faisalabad","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio"
1080581989,I m selling cuore,Daihatsu,Cuore,2007,99999,650000,Petrol,Sindh,Original,Imported,Manual,Used,"North Karachi, Karachi","Air Conditioning, AM/FM Radio, Cassette Player, Cool Box, Front Speakers, Keyless Entry, Steering Switches, USB and Auxillary Cable"
1078677007,sentro plus for sale,Hyundai,Santro,2000,100000,550000,Petrol,Lahore,Original,Local,Manual,Used,"Gulshan-e-Ravi, Lahore",CD Player
1080434456,Toyota passo model 2013 register 2016,Toyota,Passo,2013,81000,2275000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulistan-e-Jauhar Block 1, Karachi","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera"
1080593957,Hyundai santro club GV 2006. neat and clean.,Hyundai,Santro,2006,1234,900000,Petrol,Lahore,Original,Imported,Manual,Used,"Kot Radha Kishan, Kasur","Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Power Steering"
1080732374,suzuki swift 2014,Suzuki,Swift,2014,167000,2000000,Petrol,Islamabad,Original,Local,Manual,Used,"Others, Haripur","Air Conditioning, Alloy Rims, AM/FM Radio, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, USB and Auxillary Cable"
1080936292,honda City 2018/23 Bumper to bumper genuine,Honda,City IVTEC,2018,68000,3500000,Petrol,Punjab,Original,Local,Manual,Used,"Mohammad Ali Jinnah Road, Okara","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Immobilizer Key, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080239088,kia classic up for sale,KIA,Classic,2003,152000,470000,Petrol,Lahore,Original,Imported,Manual,Used,"Hazoori Bagh Road, Multan","Air Conditioning, AM/FM Radio, Power Windows, USB and Auxillary Cable"
1080423036,Honda Civic automatic,Honda,Civic Prosmetic,2002,150000,1300000,Petrol,Lahore,Original,Local,Automatic,Used,"Shahpur Kanjra, Lahore","Alloy Rims, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080680822,"DAIHATSU MIRA Es
MODEL 2017 REGISTERED 2019
OWN ENGINE GOOD CONDITION",Daihatsu,Mira,2017,60000,2975000,Petrol,Karachi,Original,Imported,Automatic,Used,"Tariq Road, Karachi","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Cassette Player, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Steering Switches, USB and Auxillary Cable"
1080370407,carry on school duty,Suzuki,Bolan,2012,123456,600000,Petrol,Sargodha,Original,Local,Manual,Used,"Others, Bhalwal",AM/FM Radio
1080236178,"Honda City Vario 2006 Model, CVT TRANSMISSION",Honda,City Vario,2006,164000,2050000,Petrol,Karachi,Original,Local,Automatic,Used,"E-8, Islamabad","Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1079194110,Toyota Corolla Gli,Toyota,Corolla GLI,2011,123456,2180000,Petrol,Lahore,Original,Local,Manual,Used,"I-14, Islamabad","Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Power Locks, Power Mirrors, Power Windows, USB and Auxillary Cable"
1077862421,Corolla 2016 xli manual orignal out class condition,Toyota,Corolla XLI,2016,69000,3150000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi","ABS, Air Bags, Air Conditioning, DVD Player, Front Speakers, Front Camera, Immobilizer Key, Power Mirrors, Power Steering, Power Windows"
1080558750,Toyota Corolla GLi Automatic - Model 2019,Toyota,Corolla GLI,2019,49000,4700000,Petrol,Islamabad,Original,Local,Automatic,Used,"DHA Defence Phase 1, Islamabad","Air Bags, Air Conditioning, Keyless Entry, Power Locks, Power Windows, Rear Camera"
1080571697,TOYOTA COROLLA GLI,Toyota,Corolla GLI,2020,91500,4690000,Petrol,Islamabad,Original,Local,Manual,Used,"TIP Housing Society, Haripur","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, USB and Auxillary Cable"
1080052095,Daihatsu Hijet Half Criuse,Daihatsu,Hijet,2012,94000,1560000,Petrol,Karachi,Original,Imported,Automatic,Used,"Shahra-e-Qaideen, Karachi","ABS, Air Bags, Air Conditioning, AM/FM Radio, DVD Player, Front Speakers, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080267078,coure 2008 model,Daihatsu,Cuore,2008,152000,880000,Petrol,Multan,Original,Local,Manual,Used,"Bosan Road, Multan",Power Windows
1080412985,KIA Picanto,KIA,Picanto,2020,15300,2825000,Petrol,Lahore,Original,Imported,Automatic,Used,"Wapda Town Phase 1, Lahore","ABS, Air Bags, Air Conditioning, AM/FM Radio"
1080628413,Santro Car,Hyundai,Santro,2003,1000,900000,Petrol,Sahiwal,Original,Imported,Automatic,Used,"Others, Harappa","AM/FM Radio, CD Player, Power Windows, Steering Switches, USB and Auxillary Cable"
1079936158,Changan Alsvin 1.5 DCT Comfort 2022,Changan,Alsvin,2022,16500,3900000,Petrol,Karachi,Original,Local,Automatic,Used,"North Nazimabad, Karachi","Air Bags, Power Locks"
1045445134,Carry Daaba Minicap Mitsubishi,Mitsubishi,Minica,2017,170000,1500000,Petrol,Lahore,Original,Imported,Automatic,Used,"Defence Road, Lahore","ABS, Air Bags, Air Conditioning, Alloy Rims, Power Steering, Power Windows"
1080804027,mehran 2003 for sale,Suzuki,Mehran VXR,2003,1000,470000,Petrol,Karachi,Original,Imported,Manual,Used,"Gulzar-E-Hijri, Karachi","Air Conditioning, CD Player, Front Speakers, USB and Auxillary Cable"
1080603920,suzuki mehran vxr 2017,Suzuki,Mehran VXR,2017,50000,1170000,Petrol,Karachi,Original,Local,Manual,Used,"Federal B Area, Karachi",Air Conditioning
1080859059,Mehran vxr sads do peace touch up total genuine,Suzuki,Mehran VXR,2006,100000,575000,Petrol,Lahore,Original,Local,Manual,Used,"Pakpattan Road, Depalpur","Air Conditioning, Alloy Rims, CD Player, Rear speakers, USB and Auxillary Cable"
1080490742,Suzuki Bolan 2020,Suzuki,Bolan,2020,2000,1500000,Petrol,Islamabad,Original,Local,Manual,Used,"Peshawar Road, Rawalpindi","CD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks"
1079653476,kia Sportage,KIA,Sportage,2002,111111,1400000,Petrol,Islamabad,Original,Local,Automatic,Used,"Harbanspura, Lahore",Air Conditioning
1080850992,Santro Executive,Hyundai,Santro,2005,110880,895000,Petrol,Karachi,Original,Local,Manual,Used,"Mankera, Bhakkar","Air Conditioning, Alloy Rims, AM/FM Radio, Cassette Player, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, USB and Auxillary Cable"
1080322850,Civic Prosmatic,Honda,Civic Prosmetic,2005,179585,1460000,Petrol,Karachi,Original,Local,Automatic,Used,"Buffer Zone 2, Karachi","Alloy Rims, AM/FM Radio, Power Locks, Power Steering, Power Windows, Rear Camera, USB and Auxillary Cable"
1078512488,Mehran VXR 2009 geniun condition. 03017962949 only WhatsApp,Suzuki,Mehran VXR,2009,81512,750000,Petrol,Lahore,Original,Local,Manual,Used,"Others, Bhakkar","Air Conditioning, Alloy Rims, AM/FM Radio, Rear speakers, USB and Auxillary Cable"
1080701235,2017 Suzuki swift Dlx manual,Suzuki,Swift,2017,106000,2230000,Petrol,Lahore,Original,Local,Manual,Used,"Pak Arab Housing Society Phase 2, Lahore","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Windows, Rear AC Vents, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080623916,Honda City Aspir 1.5,Honda,City Aspire,2019,27000,4500000,Petrol,Lahore,Original,Local,Automatic,Used,"Model Town - Block R, Lahore","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows"
1077978936,Toyota Passo (8/12),Toyota,Passo,2008,107200,2050000,Petrol,Lahore,Original,Imported,Automatic,Used,"DHA 11 Rahbar, Lahore","ABS, Air Bags, Air Conditioning, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, USB and Auxillary Cable"
1074888691,wogan r Japanese 20+23,Suzuki,Wagon R,2023,17500,3350000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Gujranwala Bypass, Gujranwala","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, Steering Switches, USB and Auxillary Cable"
1079983711,Daihatsu Mira X memorial,Daihatsu,Mira,2012,195000,1890000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal, Karachi","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Power Locks, Power Mirrors, Power Steering, Power Windows"
1075687205,"Coure 2007, White Color, Fine Condition, Manual, With AC",Daihatsu,Cuore,2007,99628,995000,Petrol,Lahore,Original,Local,Manual,Used,"Revenue Society - Block A, Lahore","Air Conditioning, Alloy Rims, AM/FM Radio, Rear speakers, USB and Auxillary Cable"
1080427336,Honda Civic 2016,Honda,Civic Prosmetic,2016,95000,4290000,Petrol,Lahore,Original,Local,Automatic,Used,"Gojra to Toba Tek Singh Road, Toba Tek singh","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Climate Control, Front Speakers, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear AC Vents, USB and Auxillary Cable"
1080336548,Suzuki Every Wagon bumper to bumper genuine 18 model non turbo,Suzuki,Every Wagon,2018,62000,2275000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Ugoke Road, Sialkot","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Cruise Control, Front Speakers, Heated Seats, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera"
1076434514,Changan Alsvin brand new condition 10/10,Changan,Alsvin,2021,38000,3740000,Petrol,Lahore,Original,Local,Automatic,Used,"Khayaban-e-Amin - Phase 1, Lahore","ABS, Air Bags, Alloy Rims, AM/FM Radio, CD Player, Cool Box, Cruise Control, Climate Control, DVD Player, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, Sun Roof, Steering Switches, USB and Auxillary Cable"
1080711748,"Hijet full genuine, ABS brake, No piece shower",Daihatsu,Hijet,2013,12345,1490000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Quaid-e-Azam Colony, Rawalpindi","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows"
1080660652,Honda city 2021 1.2,Honda,City IVTEC,2021,60000,4300000,Petrol,Karachi,Original,Imported,Manual,Used,"Model Colony, Karachi","Air Bags, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, USB and Auxillary Cable"
1079819491,DAIHATSU MIRA 2014/16,Daihatsu,Mira,2014,45000,2150000,Petrol,Karachi,Original,Imported,Automatic,Used,"North Nazimabad - Block L, Karachi","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player"
1080756214,Toyota Corolla GLI 1.3 2009/2010,Toyota,Corolla GLI,2009,130500,1800000,Petrol,Lahore,Original,Local,Manual,Used,"Millat Town, Faisalabad","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Power Locks, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1079896908,Chevrolet exclusive 2004 Model,Chevrolet,Exclusive,2004,112345,570000,Petrol,Karachi,Original,Imported,Manual,Used,"Bahawalnagar Bypass Road, Arifwala","Air Conditioning, Cassette Player, Front Speakers, Heated Seats, Power Locks, Power Steering, Sun Roof, USB and Auxillary Cable"
1080697675,selling my alto vxr,Suzuki,Alto,2010,77000,810000,CNG,Sindh,Original,Local,Manual,Used,"Dagi Road, Swabi","Air Conditioning, AM/FM Radio, Cassette Player, USB and Auxillary Cable"
1079972435,SANTRO CLUB 2004 RS:625k. # 0305-5080388,Hyundai,Santro,2004,123456,625000,Petrol,Karachi,Original,Imported,Manual,Used,"Shah Faisal Town, Karachi","ABS, AM/FM Radio, Front Speakers, Steering Switches"
1080279787,Toyota Passo,Toyota,Passo,2018,40000,3250000,Petrol,Sindh,Original,Imported,Automatic,Used,"Federal B Area - Block 7, Karachi","Air Bags, Air Conditioning, Power Mirrors, Power Steering, Rear Camera"
1080692741,2008 model xli for sale,Toyota,Corolla XLI,2008,85000,1540000,CNG,Sindh,Original,Local,Manual,Used,"Sunehri Masjid Road, Peshawar","Air Conditioning, AM/FM Radio, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080405486,Terius Kid (Full Original),Daihatsu,Terios Kid,2004,130000,1670000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal, Karachi","ABS, Air Bags, Air Conditioning, Alloy Rims, Front Speakers, Power Locks, Power Steering, Power Windows"
1080518642,Suzuki Bolan,Suzuki,Bolan,2015,94000,845000,Petrol,Lahore,Original,Local,Manual,Used,"Ali Park, Lahore","AM/FM Radio, CD Player, DVD Player, Front Speakers, Rear speakers"
1080684540,Alto vxr white color Total genuine,Suzuki,Alto,2007,109000,1100000,Petrol,Lahore,Original,Local,Manual,Used,"Wah Cantt, Wah","Alloy Rims, CD Player, Front Speakers, Immobilizer Key, Power Locks, Power Windows, Rear speakers"
1080514779,Changan karwan 2020,Changan,Karvaan,2020,15000,2500000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Umair, Karachi","Air Bags, Air Conditioning, Alloy Rims, DVD Player, Rear Camera"
1080871383,Cuore 2003,Daihatsu,Cuore,2003,170000,820000,Petrol,Lahore,Original,Imported,Manual,Used,"9th Avenue, Islamabad","Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Keyless Entry, Power Locks, Rear speakers, USB and Auxillary Cable"
1080794854,Toyota Yaris Ativ X 1.5 Model 2020,Toyota,Yaris,2020,65000,4500000,Petrol,Karachi,Original,Local,Automatic,Used,"Green Town, Pakpattan","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cruise Control, Climate Control, DVD Player, Front Speakers, Front Camera, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera"
1080257772,Honda City Aspire 2017 B2B genuine,Honda,City Aspire,2017,55000,3250000,Petrol,Karachi,Original,Local,Manual,Used,"Clifton, Karachi",ABS
1080549137,Honda City 1 3 Manual 2015 Model Family used car,Honda,City IVTEC,2015,135000,2650000,Petrol,Lahore,Original,Local,Manual,Used,"Ryaz ul Jannah, Faisalabad","Air Conditioning, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows"
1077739305,Honda city 2006,Honda,City Vario,2006,96000,2270000,Petrol,Islamabad,Original,Imported,Automatic,Used,"G-5, Islamabad","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Heated Seats, Keyless Entry, Power Locks, Power Steering, Power Windows"
1080832058,toyota xli 2015 model 2 pises colour,Toyota,Corolla XLI,2015,10000,3150000,Petrol,Lahore,Original,Imported,Manual,Used,"Ring Road, Peshawar","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Cool Box, Cruise Control, Climate Control, DVD Player, Front Speakers, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, Sun Roof, Steering Switches, USB and Auxillary Cable"
1080884059,Honda City 2018,Honda,City IVTEC,2018,40000,3700000,Petrol,Lahore,Original,Local,Manual,Used,"2/4-L Road, Okara","ABS, Air Conditioning, Climate Control, DVD Player, Front Speakers, Power Locks, Power Steering, Power Windows"
1080771915,Mehran 2007,Suzuki,Mehran VXR,2007,150000,650000,Petrol,Islamabad,Original,Local,Manual,Used,"Bannu Road, Kohat",Air Conditioning
1080652296,Suzuki Bolan 2008 model for sale,Suzuki,Bolan,2008,100000,950000,Petrol,Rawalpindi,Original,Imported,Manual,Used,"Kurri Road, Rawalpindi","Alloy Rims, AM/FM Radio, USB and Auxillary Cable"
1080138263,Coure,Daihatsu,Cuore,2007,100000,1170000,CNG,Lahore,Original,Local,Manual,Used,"Risalpur Town, Nowshera","Alloy Rims, AM/FM Radio, Front Speakers, Power Locks, Rear AC Vents, Rear speakers, USB and Auxillary Cable"
1080717057,Suzuki alto vxl ags brand new condition,Suzuki,Alto,2019,42000,2450000,Petrol,Lahore,Original,Local,Automatic,Used,"Central Park Housing Scheme, Lahore","Air Bags, Air Conditioning, Alloy Rims, DVD Player, Front Speakers"
1080693769,sale daihatsui coure,Daihatsu,Cuore,2010,80000,1250000,Petrol,Karachi,Original,Local,Manual,Used,"Motorway Chowk, Islamabad","Alloy Rims, AM/FM Radio, Power Locks, Power Mirrors, Power Windows, USB and Auxillary Cable"
1080891677,Suzuki mehran 2003,Suzuki,Mehran VXR,2003,90000,420000,Petrol,Karachi,Original,Local,Manual,Used,"Gulberg Town, Karachi",USB and Auxillary Cable
1080250390,pasoo in excellent condition,Toyota,Passo,2006,65000,1575000,Petrol,Islamabad,Duplicate,Imported,Automatic,Used,"I-8 Markaz, Islamabad","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, USB and Auxillary Cable"
1080651383,Family used Suzuki Every Mazda in 6 Gear Transmision in best Condition,Suzuki,Every,2010,87600,1395000,Petrol,Karachi,Original,Imported,Manual,Used,"Airport, Karachi","ABS, Air Bags, AM/FM Radio, CD Player, Cool Box, Climate Control, Front Speakers, Power Locks, Power Steering, Rear Seat Entertainment, Rear speakers, Steering Switches, USB and Auxillary Cable"
1080578045,suzaki wagon r japanese model 2014 registered 2018 fulautomatic isb no,Suzuki,Wagon R,2014,157000,2350000,Petrol,Islamabad,Original,Imported,Automatic,Used,"G-15, Islamabad","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Front Speakers, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear AC Vents, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080451158,Suzuki Wagon R VXR 2019 Model,Suzuki,Wagon R,2019,88263,2125000,Petrol,Lahore,Original,Imported,Manual,Used,"Saddar, Lahore","ABS, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cassette Player, Cool Box, Climate Control"
1078708175,Changan Alsvin Lumiar 2022 for Sale,Changan,Alsvin,2022,12000,4300000,Petrol,Islamabad,Original,Imported,Automatic,Used,"I-8, Islamabad","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Cruise Control, Climate Control, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Sun Roof, Steering Switches, USB and Auxillary Cable"
1080416545,Hyundi,Hyundai,Santro,2007,135000,920000,Petrol,Faisalabad,Original,Local,Manual,Used,"Satiana Road, Faisalabad","Alloy Rims, AM/FM Radio, Front Speakers, Immobilizer Key, Power Locks, Power Mirrors, Power Steering, Power Windows, USB and Auxillary Cable"
1080430168,Honda city aspire 1.5 2018  full orignal. urgent sale,Honda,City Aspire,2017,63000,3390000,Petrol,Karachi,Original,Local,Automatic,Used,"Clifton, Karachi","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear AC Vents, Rear speakers, Steering Switches, USB and Auxillary Cable"
1080476342,Grande 1.8 2016 model,Toyota,Altis Grande,2016,180000,4325000,Petrol,Rawalpindi,Original,Local,Automatic,Used,"G-11/3, Islamabad","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Cruise Control, Front Speakers, Immobilizer Key, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Sun Roof"
1080848170,lancer 2005,Mitsubishi,Lancer,2005,250388,1700000,Petrol,Islamabad,Original,Local,Manual,Used,"Jubilee Town, Lahore","Alloy Rims, AM/FM Radio, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Sun Roof, USB and Auxillary Cable"
